,adviseInfo,clCodeNm,cntntsNo,distbNm,dlthtsCodeNm,dlthtsManageInfo,eclgyCodeNm,etcEraInfo,flclrCodeNm,flpodmtBigInfo,flpodmtMddlInfo,flpodmtSmallInfo,fmlCodeNm,fmlNm,fmldeSeasonCodeNm,fmldecolrCodeNm,fncltyInfo,frtlzrInfo,growthAraInfo,growthHgInfo,grwhTpCode,grwhTpCodeNm,grwhstleCodeNm,grwtveCode,grwtveCodeNm,hdCode,hdCodeNm,hgBigInfo,hgMddlInfo,hgSmallInfo,ignSeasonCodeNm,imageEvlLinkCours,indoorpsncpacompositionCodeNm,lefStleInfo,lefcolrCodeNm,lefmrkCodeNm,lighttdemanddoCodeNm,managedemanddoCode,managedemanddoCodeNm,managelevelCode,managelevelCodeNm,orgplceInfo,pcBigInfo,pcMddlInfo,pcSmallInfo,plntbneNm,plntzrNm,postngplaceCodeNm,prpgtEraInfo,prpgtmthCodeNm,smellCode,smellCodeNm,soilInfo,speclmanageInfo,toxctyInfo,volmeBigInfo,volmeMddlInfo,volmeSmallInfo,vrticlBigInfo,vrticlMddlInfo,vrticlSmallInfo,watercycleAutumnCode,watercycleAutumnCodeNm,watercycleSprngCode,watercycleSprngCodeNm,watercycleSummerCode,watercycleSummerCodeNm,watercycleWinterCode,watercycleWinterCodeNm,widthBigInfo,widthMddlInfo,widthSmallInfo,winterLwetTpCode,winterLwetTpCodeNm
10,"꽃말:유혹 / 컨테이너, 분재, 토피아리, 생울타리, 차폐식재, 실내식물 / 속명 Osmanthus를 풀어보면 osme는 냄새나 향기를 뜻하고, anthos는 꽃을 의미함",잎&꽃보기식물,12990,"목서, 금목서, 구골나무, 박달목서, (추천 유통명 : 금목서)","응애,깍지벌레","개각충 등 (깨끗한 용기에 심기, 가정과 온실 도입시 유의 제거)",일반형,"향기로운 나무, 수명이 김","오렌지색,노랑색,흰색",,,,물푸레나무과,063024,,,땅에서부터 많은 줄기가 올라와 생울타리로 적당하다.,비료를 보통 요구함,50,100,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,가을,,"상층목,중층목","타원형 / 가장자리에 얕은 물결모양, 잔톱니 / 광택 주로 관상하는 부위는 잎으로 무늬종들이 많으며, 대부분 종이 잎 끝에 강한 가시가 있다.","녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,중국,,,,Osmanthus fragrans,"sweet Osmanthus, tea Osmanthus, sweet Olive","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)","봄, 여름","파종,삽목",079001,강함,"산성, 중성 / 양질토, 모래","- 실내환경: 밝고 시원한 곳

- 전지전정: 무성한 성장을 촉진시키기 위해 정기적으로 적심함",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057001,0℃ 이하
11,,잎보기식물,12994,,"응애,깍지벌레",,일반형,,,,,,노박덩굴과,063011,,,Skill Level: Beginner,비료를 보통 요구함,70,100,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,,,"중층목,하층목",,"녹색, 연두색,금색, 노란색",잎 가장자리 무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),,,"한국, 중국, 일본",,,,Euonymus japonica,goldheart euonymus,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079003,약함,,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057001,0℃ 이하
12,"컨테이너, 표본, 경계","잎보기식물,열매보기식물",12998,,"응애,깍지벌레",,일반형,없음,"파랑색,노랑색",,,,층층나무과,063055,가을,빨강색,"민간요법으로 나무껍질과 잎을 뱀독이나 종기,화상 등에 약으로 쓰기도 한다.",비료를 보통 요구함,70,100,082002,16~20℃,관목형,090003,느림,083002,40 ~ 70%,,,,봄,,"상층목,중층목",잎-화려함 / 잎의 질감-거침 / 잎의 광택-있음 / 상록,"녹색, 연두색,금색, 노란색",점무늬,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"한국 남해안, 일본 원산종의 원예품종",,,,Aucuba japonica  var. variegata,"Spottedlaurel,Japanese Aucuba, Japanese Laurel, Variegated (Japanese) Laurel","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",여름,삽목,079003,약함,"중성,산성 / 배수 잘 됨 / 타입-Loam, Clay",,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057001,0℃ 이하
13,"컨테이너, 표본, 지피, 암석가든",잎보기식물,13186,"자미오쿨카스, 돈나무 (추천 유통명: 금전수)","응애,깍지벌레",,건조형,없음,,,,,천남성과,063053,,,"그늘진 곳에서 잘 견디지만, 실내 밝은 간접광이 더 좋다.
환경 조건에 견디는 힘이 뛰어나고 과습한 상태에서 저온상태가 되면 뿌리가 썩기 쉽다.
수분이 많은 지하경을 가지고 광택이 있는 잎이 매력적이다.","비료를 거의 요구하지않음 (1회/년, 봄)",30,60,082002,16~20℃,풀모양,090003,느림,083002,40 ~ 70%,,,,,,하층목,"잎-화려함 / 잎의 질감- 두꺼움, 선명함 / 잎의 광택-있음 / 상록, 반상록","녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"아프리카 동부(케냐), 남부",,,,Zamioculcas zamiifolia,"Eternity Plant, Fat Boy,Aroid Palm, Arum Fern, ZZ Plant","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",봄,"삽목,분주",,,"중성,산성 / 배수 잘 됨 / 타입-Loam, Sand",,복용시 치명적 독성,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
14,"컨테이너, 표본, 토피아리, 분재, 에스페리어",잎보기식물,13196,금천죽,"응애,깍지벌레",,"일반형,수경형",없음,,,,,백합과,063033,,,"포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌",비료를 보통 요구함,30,100,082002,16~20℃,관목형,090003,느림,083002,40 ~ 70%,,,,,,"중층목,하층목",잎의 질감-거침 / 잎의 광택-있음 / 상록,"녹색, 연두색",기타 (무늬없음 등),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,아프리카 카메룬,,,,Dracaena sanderiana,"Belgian Evergreen, Lucky Bamboo","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",봄~여름,삽목,,,"중성 / 배수 잘 됨 / 타입-Loam, Sand",식물체 중심 잎과 잎 포기 사이 물통에 물이 고이도록 한다.,있음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
15,"컨테이너, 공중걸이, 경계",잎보기식물,13199,"뿔우단풀, (추천 유통명: 기누라)","응애,온실가루이",,일반형,없음,,,,,국화과,063005,,,,비료를 보통 요구함,30,30,082002,16~20℃,풀모양,090002,보통,083002,40 ~ 70%,,,,,,하층목,잎-화려함 / 잎의 질감-중간 / 잎의 광택-없음 / 상록,"빨강, 분홍, 자주색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"자바 원산 식물의 원예 품종, 멜라네시아",,,,Gynura aurantiaca,"Purple-Passion Vine,Purple Velvet Plant, Royal Velvet Plant","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,중성 / 배수 잘 됨 / 타입-Loam,,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
16,"꽃말 '친절, 정중 '",잎&꽃보기식물,13201,,"응애,깍지벌레",관부썩음병,일반형,없음,"분홍색,빨강색,오렌지색,흰색",,,,베고니아과,063029,,,,비료를 보통 요구함,30,30,082003,21~25℃,풀모양,090001,빠름,083003,70% 이상,,,,"봄,여름,가을",,"하층목,지피식물",잎-화려함 / 잎의 질감-중간 / 잎의 광택-있음 / 상록,"녹색, 연두색,빨강, 분홍, 자주색",,"높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,브라질,,,,Begonia semperflorens,"Wax Begonias,Fibrous Begonia","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",봄,"파종,삽목",079004,거의 없음,"중성,산성 / 배수 잘 됨 / 타입-Loam, Sand","1년 내내 꽃을 피워내는 귀한 식물이다. 





실내, 실외 화단에 꼭 필요하며 생장속도가 빨라서 식물이 너무 무성해지면 통풍이 되지 않으므로 주의한다. 







시든잎과 시든꽃잎은 자주 따 준다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
17,꽃말 '인내' (바닷가의 바위에 붙어 모진 풍파를 이겨내며 자라기 때문에 붙여진 듯),잎&꽃보기식물,13202,"나도풍란, 대엽풍란","응애,깍지벌레",,건조형,,"흰색,기타",,,,난초과,063010,,,,,20,10,082003,21~25℃,로제트형,090003,느림,083003,70% 이상,,,,"봄,여름",,하층목,,"녹색, 연두색,금색, 노란색,흰색, 크림색","줄무늬,잎 가장자리 무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux)",058003,필요함,089002,경험자,한국 등 아시아,,,,Aerides japonica,The Japan Sedirea,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,기타",079002,중간,,"- 보통 풍란 하면 소엽풍란을 말한다. 

- 나도풍란은 잎이 넓은 대엽풍란이다. 

- 자연 상태에서는 6년 정도가 지나야 꽃을 피우는데, 그 향기가 진하여 취할 정도로 좋다.",,,,,,,,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057003,7℃
18,"표본, 경계, 차폐, 방풍, 토피어리, 분재",잎보기식물,13203,,"응애,깍지벌레",,일반형,없음,,,,,나한송과,063009,,,"나한송은 잎이 잘 떨어지거나 누렇게 변하지 않고 늘 푸르러 공기정화 효과가 좋다.
잎이 반질거리고 잎을 감상하기에 좋은 식물이다. 나한송 솔잎 모양에 화려하지 않지만 음지에서도 비교적 잘 자리고 자라는 속도는 늦어 실내용품으로 많이 애용하고 있다.",보통 요구함,100,200,082001,10~15℃,"직립형,관목형",090003,느림,,,,,,,,"상층목,중층목",잎-화려함 / 잎의 질감-섬세함 / 잎의 광택-있음 / 상록,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"중국, 일본",,,,Podocarpus macrophyllus,"Buddhist Pine, Japanese(Southern) Yew, spreading yew,Yew Pine","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,삽목",079004,거의 없음,"중성,산성,알칼리성 / 배수 잘 됨 / 타입-Clay, Loam, Sand",실내의 불량한 환경에도 잘 견디며 생장이 더디며 많은 관리를 필요로 하지 않는다.,있음,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057002,5℃
19,"컨테이너, 독립, 지피, 경계, 울타리","잎보기식물,열매보기식물",13206,,"응애,깍지벌레",,일반형,없음,"분홍색,흰색",,,,매자나무과,063021,"여름,가을","빨강색,오렌지색,흰색","꽃, 열매, 잎, 단풍이 모두 아름답고 실내의 동양적인 분위기에 잘 어울린다.

성숙한 열매를 남천실이라 하며 해수, 천식, 백일해, 간기능장애 등에 약제로 사용한다.",비료를 보통 요구함,100,150,082002,16~20℃,관목형,090002,보통,083002,40 ~ 70%,,,,"봄,여름",,"상층목,중층목",잎의 질감-중간 / 잎의 광택-있음 / 상록,"녹색, 연두색,금색, 노란색,빨강, 분홍, 자주색",기타 (무늬없음 등),"높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089001,초보자,"한국, 일본, 중국남부",,,,Nandina domestica,"Heavenly bamboo, Sacred Bamboo","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,삽목",079004,거의 없음,"중성,산성 / 배수 잘 됨 / 타입-Loam, Sand",분흙의 물빠짐이 좋아야 한다. 지나친 과습과 건조는 잎을  황화시켜 떨어지게 한다.,있음,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057002,5℃
20,"컨테이너, 공중걸이",잎&꽃보기식물,13207,"복어꽃, 네마탄서스 (추천 유통명 : 네마탄투스)","진딧물,응애,깍지벌레",,"일반형,건조형",늘어지는 습성,"빨강색,오렌지색",,,,괭이밥과,063006,,,,비료를 보통 요구함,50,30,082002,16~20℃,"관목형,덩굴성",090002,보통,083002,40 ~ 70%,,,,"봄,여름",,"하층목,지피식물",화려함 / 잎의 질감-거침 / 잎의 광택-있음 / 상록,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089002,경험자,브라질,,,,Nematanthus gregarius,"Goldfish Plant, Guppy Plant, Clog Plan","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,079004,거의 없음,"중성 / 배수정도 보통 / 타입 - Loam, Sand",,,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057004,10℃
21,,잎&꽃보기식물,13208,,응애,,일반형,있음,"보라색,분홍색,빨강색,흰색",,,,파인애플과,063056,,,"Soil Type:  

Use a GOOD rich potting soil (a soil that retains water yet drains well), such as an African violet mix. If you want to mix your own take: 1 part humus (leaf mold), 1 part peat and 1 part coarse sand or perlite. Always use a pot with a hole. 

General Description:

The broad, verdant rosettes of this epiphytic bromeliad blush red at their center as they bloom. It is native to tropical forests of Brazil. 

Neoregelia carolinae produces evergreen rosettes of leathery, arching, strap-shaped leaves with finely toothed margins. The leaf bases at the center of the rosette form a tubular cup which catches and holds water. Mature rosettes bear tiny lavender blooms on dome-shaped flower heads that are held within the blushing 'water cup.' Rosettes die after flowering, producing offsets (pups) to take their place. 

This tropical tree-dweller loves humidity, warmth, and a moist, well-drained growing medium. Secure it to a tree branch in a tropical garden or greenhouse, or grow it in a porous potting mix that's rich in organic matter (such as sphagnum or pelleted bark). Keep the rosette 'cup' filled with water from spring to fall, especially if plants are exposed to direct sun rays. Water sparingly from late fall through winter. Blushing bromeliad makes a nice border accent or massed groundcover for frost-free gardens. 

Among the named selections of this bromeliad are 'Flandria,' with cream-edged leaves and bright scarlet centers. The leaves of variety tricolor have pale yellow and pink stripings.

Usage-Container, Groundcover, Houseplant, Mixed Border, Tropical",보통 요구함,30,30,082002,16~20℃,"풀모양,로제트형",090002,보통,083003,70% 이상,,,,"봄,여름",,하층목,,"녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색","줄무늬,점무늬,기타 (무늬없음 등)","중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,브라질,,,,Neoregelia carolinae,Blushing Bromeliad,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"분주,기타",,,,"잎이 단단하여 오래가지만 몸에 가시가 있어 세게 만지면 다친다.
개화기에는 가운데 있는 잎들이 포인세티아처럼 빨갛게 또는 보랏빛으로 물이 들어 오랜 기간동안 그 모습을 유지한다. 포엽 가운데 물이 차며 여기서 청보라색의 꽃이 핀다. 잎을 보는 관엽식물로써 실내분화용으로 쓰인다. 우리나라에서도 즐겨 재배되고 있으며 화원에서 쉽게 구할 수 있다. 꽃대는 거의 뻗어 나오질 않고 원통 속에서 꽃이 핀다.
이 식물의 생육습성은 착생형으로 일부 동양란들처럼 뿌리가 공기에 많이 노출돼야 잘 자란다. 그래서 통기성이 아주 뛰어난 바크(소나무 껍질 같은 유기물) 같은 용토에 심는 것이 보통이다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
22,잎이 마치 염주구슬처럼 생긴 덩굴성 다육식물이다. 사계절을 통하여 피는 작고 하얀 꽃이 파란 콩 모양의 잎과 더불어 귀엽다.,선인장다육식물,13210,"콩선인장, (추천 유통명: 녹영)",응애,,건조형,,,,,,국화과,063005,,,실내 걸이용 화분이고 건조에 강한 식물이므로 겉흙이 완전히 마르면 관수한다.   사계절을 통하여 피는 작고 하얀 꽃이 파란 콩 모양의 잎과 더불어 귀엽다. 온도가 낮은 환경에서는 특별히 흙을 건조하게 관리하여야 한다.,"비료를 보통 요구함 (2회/년, 4월, 7월)",30,5,082002,16~20℃,덩굴성,,,083002,40 ~ 70%,,,,,,지피식물,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"나미비아, 서남 아프리카",,,,Senecio rowleyanus,"String of Pearls,String-of-Beads","거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",여름,"삽목,분주",079003,약함,건조에 강한 식물이므로 겉흙이 완전히 마르면 관수하며 온도가 낮은 환경에서는 특별히 흙을 건조하게 관리한다.,,복용시 치명적 독성,,,,,,,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
23,속명은 라틴어의 impatience(참을 수 없는)에서 유래.,꽃보기식물,13218,뉴기니임파첸스,"진딧물,응애,총채벌레,온실가루이","고온 건조할때 햇빛이 강한 곳에 두면, 잎이 떨어지거나 진딧물이 발생하므로 주의한다.",일반형,,"분홍색,빨강색,오렌지색,흰색",,,,봉선화과,063026,,,"● 열대성 작물로 추위에 약한 다년생의 초본 또는 반 관목으로 반그늘에서도 생육 및 개화하 양호함

● 초장은 일반적으로 30~60cm로 자라고 잎은 난형피침형으로 긴 잎자루가 있으며 화경이 겨드랑이에서 나오고 화경마다 2.5~4.0cm되는 꽃이 1~3개 핌

● 생육적온은 20~25℃정도이고, 15℃이하가 되면 생육 및 착화가 둔화됨

● 뉴기니아봉선화는 여름철을 대표하는 분화류

● 5월에 모종을 구매해 햇빛이 잘 드는 실내에서 기르면 여름철 내내 꽃을 볼 수 있음

● 속명은 라틴어의 impatience(참을 수 없는)에서 유래

● 뉴기니아 봉선화의 개화에 대한 일장반응은 중성식물로 계절에 관계없이 잘 개화한다.",연중 개화하는 식물이므로 규칙적인 시비가 필요하다.,30,30,082003,21~25℃,관목형,090002,보통,083001,40% 미만,,,,"봄,여름,가을",,하층목,잎은 긴 타원형이며 끝이 뾰족한 피침형이다.잎은 암록색이나 동록색을 띈다.,"녹색, 연두색,빨강, 분홍, 자주색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058002,보통 (약간 잘 견딤),089001,초보자,브라질 남부 원산종의 원예품종,,,,Impatiens hybrid 'New Guinea',New Guinea impatiens,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"파종,삽목",079004,거의 없음,유기질이 풍부한 배합토로 만든 토양에서 기른다.,"물을 매우 좋아하므로 생장기에는 충분히 주지만, 흙이 물에 잠겨있으면, 뿌리가 썩을 수 있다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
24,"대만고무나무(F. microcarpa)의 밑둥을 분재처럼 둥글게 재배한 종류를 ‘인삼벤자민’, ‘가쥬마루’라 부름",잎보기식물,13333,"가지마루, 가슈말, (추천 유통명: 대만고무나무)","응애,깍지벌레",,일반형,,,,,,뽕나무과,063038,,,"대만고무나무의 밑둥을 분재처럼 둥글게 재배한 종류를 ‘인삼벤자민’,‘가쥬마루’라 부른다. 환경에 빨리 적응하지 못하므로 갑자기 햇빛으로 내놓거나, 실내로 옮기면 잎이 많이 떨어지므로 서서히 적응기간을 두어 옮긴다. 상록 교목으로 자생지에서는 25cm정도 자라지만 온실 화분내에서는 1.2~1.8m 정도 자란다. 줄기에는 기근이 발생된다.

잎 길이는 5~10cm정도이며 비후하고 광택이 있다. 번식은 삽목 또는 고취법으로 행한다. 동일종 내에서도 잎이 크기가 다르며 형태차도 크다.",비료를 보통 요구함,100,200,082003,21~25℃,"직립형,관목형",090002,보통,083002,40 ~ 70%,,,,,,"상층목,중층목",,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058003,필요함,089002,경험자,"중국남부, 인도, 세일론, 마카오, 필리핀, 보르네오, 말레이반도",,,,Ficus retusa,"Indian Laurel, Malay Banyan, Glossy Leaf Fig, Chinese Banyan","거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,삽목,,,,"환경에 빨리 적응하지 못하므로 갑자기 햇빛으로 내 놓거나, 실내로 옮기면 잎이 많이 떨어지므로 서서히 적응기간을 두어 옮긴다.",,,,,,,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,,,057005,13℃ 이상
25,습한 것을 좋아하는 양치류를 잘 기르는 포인트는 물주기이다. 늘 신선한 물과 산소를 필요로 하므로 생장기에는 물이 부족하지 않도록 듬뿍 준다.,잎보기식물,13335,"듀피, 더피, (추천 유통명: 더피고사리)","응애,깍지벌레","습기가 많아서 민달팽이에 침해되기 쉬우므로 민달팽이가 붙으면 약을 뿌려 주도록 하고 과습에 의한 곰팡이병도 문제가 된다. 또, 건조할 때는 깍지벌레, 온실가루이, 가루깍지벌레 등이 발생한다.",일반형,포자로 번식할 수 있다.,,,,,고란초과,063002,,,"더피고사리는 습한 것을 좋아하는 양치류로 늘 신선한 물로 산소가 필요하므로 생장기에는 물이 부족하지 않도록 관리해야 한다.

수분이 부족하게 되면 바로 잎끝이 상한다. 한번 말리면 회복이 힘들다.

여름철 청량감을 주는 외형으로 그린인테리어로 많이 활용되며 추위에 비교적 잘 견디는 식물이다.",비료를 보통 요구함,30,30,082002,16~20℃,풀모양,090003,느림,083003,70% 이상,,,,,,하층목,,"녹색, 연두색",기타 (무늬없음 등),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",058001,낮음 (잘 견딤),089002,경험자,뉴질랜드,,,,Nephrolepis cordifolia 'Duffii',Lemon Button Fern,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",,"분주,기타",079004,거의 없음,난석 4:부엽토 3:강모래 3,"매일 분무해서 공기 중의 습도를 높여 준다. 







수분이 부족하게 되면 바로 잎끝이 상한다. 한번 말리면 회복이 힘들다.",,,,,,,,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,,057005,13℃ 이상
